Seed_no_rearload
1.0000000 0.0001511
0.9861462 0.0020520
0.9696392 0.0042770
0.9500015 0.0068676
0.9266846 0.0098649
0.8990660 0.0133047
0.8692542 0.0168834
0.8399286 0.0202675
0.8110955 0.0234621
0.7827605 0.0264721
0.7549290 0.0293025
0.7276061 0.0319578
0.7007966 0.0344426
0.6745046 0.0367611
0.6487343 0.0389174
0.6234893 0.0409158
0.5987729 0.0427601
0.5745881 0.0444540
0.5509374 0.0460014
0.5278232 0.0474056
0.5052472 0.0486702
0.4832112 0.0497986
0.4617163 0.0507938
0.4407634 0.0516592
0.4203529 0.0523977
0.4004851 0.0530123
0.3811597 0.0535059
0.3623763 0.0538811
0.3441338 0.0541406
0.3264312 0.0542868
0.3092668 0.0543221
0.2926387 0.0542490
0.2765445 0.0540697
0.2609818 0.0537869
0.2459474 0.0534028
0.2314381 0.0529204
0.2174501 0.0523425
0.2039795 0.0516724
0.1910219 0.0509134
0.1785725 0.0500691
0.1666263 0.0491430
0.1551778 0.0481391
0.1442213 0.0470614
0.1337507 0.0459141
0.1237594 0.0447013
0.1142407 0.0434273
0.1051874 0.0420970
0.0965919 0.0407146
0.0884464 0.0392849
0.0807427 0.0378128
0.0734722 0.0363030
0.0666260 0.0347605
0.0601948 0.0331902
0.0541690 0.0315973
0.0485387 0.0299868
0.0432934 0.0283639
0.0384227 0.0267339
0.0339154 0.0251020
0.0297602 0.0234734
0.0259453 0.0218538
0.0224588 0.0202483
0.0192882 0.0186626
0.0164207 0.0171019
0.0138433 0.0155721
0.0115425 0.0140786
0.0095044 0.0126268
0.0077150 0.0112227
0.0061597 0.0098719
0.0048237 0.0085805
0.0036917 0.0073532
0.0027482 0.0062002
0.0019774 0.0051129
0.0013629 0.0041152
0.0008881 0.0032072
0.0005362 0.0023902
0.0002898 0.0016738
0.0001312 0.0010630
0.0000516 0.0006285
0.0000162 0.0003322
0.0000029 0.0001324
0.0000000 0.0000000
0.0000029 -0.0001260
0.0000162 -0.0003020
0.0000516 -0.0005446
0.0001312 -0.0008768
0.0002898 -0.0013165
0.0005362 -0.0018069
0.0008881 -0.0023439
0.0013629 -0.0029234
0.0019774 -0.0035219
0.0027482 -0.0041852
0.0036917 -0.0048827
0.0048237 -0.0056037
0.0061597 -0.0063509
0.0077150 -0.0071213
0.0095044 -0.0079127
0.0115425 -0.0087224
0.0138433 -0.0095471
0.0164207 -0.0103837
0.0192882 -0.0112293
0.0224588 -0.0120807
0.0259453 -0.0129348
0.0297602 -0.0137883
0.0339154 -0.0146382
0.0384227 -0.0154811
0.0432934 -0.0163140
0.0485387 -0.0171338
0.0541690 -0.0179369
0.0601948 -0.0187205
0.0666260 -0.0194814
0.0734722 -0.0202164
0.0807427 -0.0209224
0.0884464 -0.0215965
0.0965919 -0.0222357
0.1051874 -0.0228369
0.1142407 -0.0233975
0.1237594 -0.0239148
0.1337507 -0.0243859
0.1442213 -0.0248084
0.1551778 -0.0251800
0.1666263 -0.0254984
0.1785725 -0.0257615
0.1910219 -0.0259675
0.2039795 -0.0261146
0.2174501 -0.0262015
0.2314381 -0.0262268
0.2459474 -0.0261898
0.2609818 -0.0260898
0.2765445 -0.0259263
0.2926387 -0.0256997
0.3092668 -0.0254100
0.3264312 -0.0250580
0.3441338 -0.0246444
0.3623763 -0.0241702
0.3811597 -0.0236367
0.4004851 -0.0230452
0.4203529 -0.0223978
0.4407634 -0.0216962
0.4617163 -0.0209431
0.4832112 -0.0201407
0.5052472 -0.0192917
0.5278232 -0.0183993
0.5509374 -0.0174663
0.5745881 -0.0164961
0.5987729 -0.0154922
0.6234893 -0.0144581
0.6487343 -0.0133977
0.6745046 -0.0123152
0.7007966 -0.0112147
0.7276061 -0.0101006
0.7549290 -0.0089778
0.7827605 -0.0078514
0.8110955 -0.0067267
0.8399286 -0.0056097
0.8692542 -0.0045069
0.8990660 -0.0034256
0.9266846 -0.0024649
0.9500015 -0.0016887
0.9696392 -0.0010627
0.9861462 -0.0005580
1.0000000 -0.0001511
